 0.13063423E-02    0.62874120E-03    0.12376466E-02    0.12497153E-07   -0.10908148E-07
 0.13105248E-02   -0.72146281E-08   -0.28362244E-07    0.59049339E-03    0.12412593E-02
 0.46867808E-04    0.21752325E-04    0.41915495E-06   -0.24199001E-06    0.15719727E-02
 0.21752321E-04    0.43729686E-04   -0.36587050E-06   -0.95129123E-06    0.72958561E-03
 0.14667183E-02    0.19824339E-06   -0.17303704E-06    0.11164538E-03    0.50952936E-04
 0.66490901E-05   -0.58038404E-05    0.17710406E-02   -0.11444628E-06   -0.44991295E-06
 0.50952944E-04    0.10739872E-03   -0.38387088E-05   -0.15090423E-04    0.80827109E-03
 0.17036754E-02    0.88706563E-05    0.79522007E-05    0.90297906E-07   -0.74436609E-06
 0.29752681E-03    0.26672127E-03    0.14323997E-05   -0.11807949E-04    0.98431022E-03
-0.89665935E-05    0.73210506E-06   -0.74392339E-06   -0.21988242E-06   -0.30074419E-03
 0.24555020E-04   -0.11800923E-04   -0.34880175E-05   -0.12743148E-03    0.89255622E-03
 0.11501319E-05   -0.75643764E-05    0.76662377E-06    0.11582921E-05    0.38575897E-04
-0.25371271E-03    0.12161026E-04    0.18374098E-04   -0.83885954E-04   -0.15495280E-03
 0.81307564E-03    0.42447714E-07   -0.37024976E-06    0.16126772E-04    0.16926779E-04
 0.14237003E-05   -0.12418380E-04    0.25582064E-03    0.26851127E-03   -0.63479607E-05
-0.87694208E-05    0.17993736E-04    0.73699413E-03   -0.30331341E-06   -0.57154757E-07
-0.16801561E-04    0.63217240E-06   -0.10173301E-04   -0.19170117E-05   -0.26652443E-03
 0.10028172E-04   -0.86208434E-05    0.12024638E-04   -0.37382674E-05   -0.76235061E-04
 0.91787637E-03    0.24509439E-06    0.42486623E-06    0.15528659E-06   -0.17213360E-04
 0.82206219E-05    0.14250256E-04    0.24632797E-05   -0.27305719E-03    0.14529207E-04
-0.26218514E-05   -0.14469872E-04   -0.93070237E-04   -0.94195840E-04    0.79455944E-03
-0.65094409E-03   -0.62273695E-03    0.53514402E-05    0.37738249E-05    0.97974527E-03
 0.86378512E-03    0.84890381E-04    0.59864554E-04    0.24399101E-03   -0.14280684E-03
 0.27780893E-05    0.84156390E-04   -0.66140291E-04   -0.21541035E-04    0.28819661E-01
-0.52428194E-03   -0.50688020E-03   -0.54545022E-03   -0.54416120E-03   -0.77965878E-05
-0.24242120E-03    0.65045237E-03    0.84594037E-03   -0.22724613E-03   -0.22802789E-03
 0.23563140E-03    0.13534007E-03    0.96742994E-04   -0.22385623E-03    0.13798776E-01
 0.95712082E-01   -0.21944613E-04   -0.22442017E-04    0.30468243E-04    0.39823160E-04
-0.73603751E-03   -0.75272048E-03    0.48332046E-03    0.63171833E-03   -0.43251289E-03
 0.34214718E-04    0.12713562E-03    0.52167347E-04    0.99192738E-04   -0.14354853E-03
 0.62459281E-02    0.51480072E-01    0.32506076E-01   -0.20622940E-04   -0.20515078E-04
 0.23660592E-05    0.17659447E-05   -0.69170569E-03   -0.68808786E-03    0.37533013E-04
 0.28013352E-04   -0.24011988E-03   -0.32974110E-04    0.23902527E-04    0.38144880E-04
