81 2.75 3 3 2 1.5 2.3333333333 0.4545454545 0.7272727273 0.6
82 1.25 1.25 2 1.75 1.25 2.6666666667 0.7272727273 0.7272727273 0.2
83 2.5 3 2.5 2.25 2 3 0.4545454545 0.6363636364 0.6
84 4.5 4.5 4.5 1.25 1 1.3333333333 0.7272727273 0.3636363636 0.6666666667
85 2.5 2.75 2.5 2 1.75 2 0.1818181818 0.3636363636 0.2
86 2 2 2 4 4 3.6666666667 0.4545454545 0.4545454545 0.4
88 3.5 4 4 1.25 1 1.3333333333 1 0.9090909091 0.9
90 3 4.5 3 1.25 1.5 1.3333333333 0.6363636364 0.6363636364 0.6
91 4 4.75 4.25 1.75 1.25 2 0.2727272727 0.5454545455 0.3
92 3 2.5 2.5 2.5 2.75 3 0.9090909091 0.4545454545 0.5
93 3 3 2.5 2.25 1.25 1.6666666667 0.5454545455 0.8181818182 0.3
94 2.75 4.25 3.75 2 1.75 1.6666666667 0.4545454545 0.6363636364 0.4
95 2 2.5 2 1.25 1.5 2.6666666667 0.8 0.7272727273 0.3
96 3 3.75 3.5 1.5 2.25 2.3333333333 0.4545454545 0.1818181818 0.4
97 3.25 4 4 1.5 1.75 1.6666666667 0.5454545455 0.6363636364 0.5
99 4.25 4 3.75 1.25 1.75 2 0.2727272727 0.4 0.3
102 3.5 4.75 4.75 1.25 1 1 0.8181818182 0.7272727273 0.2
103 3 2.75 3 2.5 3 3 0.4545454545 0.4545454545 0.2
104 2.25 2.5 3 2.25 1.5 3.6666666667 0.5454545455 0.5454545455 0.3
105 3.75 4 4 1.75 1.75 2 0.7272727273 0.9090909091 0.8
106 2 3 2.75 1.75 1.75 2.6666666667 0.6363636364 0.7272727273 0.5
107 3 3 3 1.5 1.75 1.6666666667 0 0.4545454545 0.2
108 2.75 3.75 3.25 1.25 2 2.3333333333 0.2727272727 0.2727272727 0.4
109 2.25 2.5 2.25 2 1.5 2.5 0.2727272727 0.1818181818 0.1
111 3.25 4 4.25 2 1.25 1.3333333333 0.6363636364 0.8 0.6
112 2.75 3.75 2.5 1.5 2.5 2.3333333333 0.3636363636 0.8181818182 0.7
113 3 4.5 4.75 1.25 1 2.3333333333 0.5454545455 0.5454545455 0.4
114 4 4 3.75 2 1.5 2 0.5454545455 0.7272727273 0.6
115 2.5 2.5 2.75 1.25 1.25 2.3333333333 0.3636363636 0.6363636364 0.6
117 3.25 3.5 3 2.25 2.25 2.6666666667 0.1818181818 0.1818181818 0.2
118 3.75 4 4 1.25 1.75 1.6666666667 0.4545454545 0.2727272727 0.5
119 2.5 2.75 2.5 3 3.75 3.6666666667 0.6363636364 0.7272727273 0.7
120 2.5 4 3.75 1.5 1.75 2 0.5454545455 0.8181818182 0.4
121 2.5 2.75 2.25 1.5 2.5 2.6666666667 0.5454545455 0.9090909091 0.5
122 2.5 2.75 3 1.25 1 1.6666666667 0.5454545455 0.6363636364 0.3333333333
124 3.5 4 4 1.75 1.25 1 0.2727272727 0.5454545455 0.2
125 3 3 4 1.75 1.5 2 0.5454545455 0.6363636364 0.5
126 4 4.25 3.5 2 1.75 2.3333333333 0.6363636364 0.7272727273 0.3
127 3.75 4.25 3.75 1.75 1.5 1.6666666667 0.5454545455 0.7272727273 0.8
128 4.25 4.5 4.75 1.25 1.25 1 0.5454545455 0.6363636364 0.5
129 4 4 4 2.5 1 1.6666666667 0.9090909091 0.8 0.8888888889
130 3.5 3.25 3.25 1.25 1 1.3333333333 0.7272727273 0.4545454545 0.4
131 4.75 5 5 1.5 1.25 1.3333333333 0.5454545455 0.7272727273 0.8
133 3 4 4 1.25 1.75 1.6666666667 0.3636363636 0.7272727273 0.4
134 1.25 3.25 2.25 1.25 1.5 2 0.6363636364 0.4545454545 0.4
135 2.5 3.25 2.5 3.25 2 3.3333333333 0.2727272727 0.3636363636 0.6
137 4.75 5 5 1.5 1 1 0.8181818182 0.6363636364 0.5
138 2.75 3.5 2.75 2 2 2.6666666667 0.4545454545 0.5454545455 0.4
139 4.25 4 4.5 1.25 1 1.3333333333 0.7272727273 0.8181818182 0.8
140 2 1.25 1.5 4 4.25 4.3333333333 0.2727272727 0.8181818182 0.4
142 2.25 2.25 2.25 2 1.25 2 0.3636363636 0 0.2
144 1.5 2.75 1.75 3 2.5 3.3333333333 0.4545454545 0.6363636364 0.4
145 2 1.75 1.75 4 4.3333333333 4.3333333333 0.9090909091 1 0.7
146 3.5 4.25 4.25 1.25 1.25 2 0.7272727273 0.8181818182 0.5
147 3.75 3.5 3.75 1 1 1 0.4545454545 1 0.8
148 3 3 3 3 3 3 0.8181818182 0.8181818182 0.7
149 4 3.75 4 1.25 1.5 1.5 0.7272727273 0.9090909091 0.7
150 2.5 3.5 3 1.25 1.5 2.3333333333 0.7272727273 0.7272727273 0.6
151 1.5 1.5 1.5 2.75 3.75 5 0.4545454545 0.8181818182 0.4
152 3.5 4.25 4 2 1.75 1.6666666667 0 0.6 0.5
153 2.5 3 1.75 3.5 3.5 3.6666666667 0.2727272727 0.7272727273 0.6
154 2.5 3.25 2.75 1.5 1 1.6666666667 0.6 0.3636363636 0.2
155 2.25 1.5 3.5 1.5 1 1 0.5454545455 0.3636363636 0.5
156 2.25 1.5 2 1.75 1.75 2 0.1818181818 0.2727272727 0.5
158 3.5 4.5 4 1.25 1.5 1 0.2727272727 0.5454545455 0.3
159 4.25 4 3.5 2.75 2.5 1.6666666667 0.5454545455 0.4545454545 0.3
160 3.5 4 4 1.25 1 1.3333333333 0.9090909091 0.8181818182 0.6
164 4 4 4.25 1.25 1.3333333333 1.6666666667 0.7272727273 0.7272727273 0.4
166 4.25 5 5 1 1 1.3333333333 0.8181818182 1 0.9
168 2.75 3.25 3.75 2.25 1.75 1.3333333333 0.2727272727 0.4545454545 0.5
169 4 4.5 4.5 1.5 1.75 1.3333333333 0.4545454545 1 0.3
173 3.5 3.5 2.75 1.25 1.5 1.3333333333 0.2 0.5454545455 0.3
174 3 4 4.25 3 4 3.6666666667 0.6363636364 0.5454545455 0.2
175 2 3.25 2.5 3.75 3.75 4 0.4545454545 0.4545454545 0.7
176 2.5 3 3.25 2.75 2 2.3333333333 0.3636363636 0.3636363636 0.1
177 3.75 4 4.25 1.25 1.25 1.3333333333 0.7272727273 0.8181818182 0.6
178 3.25 3 3 2.25 1.5 2 0.4545454545 0.9090909091 0.4
179 2.75 3.25 3.25 1.5 1.5 1.3333333333 0.4545454545 0.6363636364 0.5
180 2.75 3 2.75 2.75 2.25 3 0.5454545455 0.0909090909 0.2
181 2 4 3.25 2 2 1.3333333333 0.4545454545 0.4545454545 0.4
182 2.5 1.5 1.75 2 2.75 4.6666666667 0.3636363636 0.1818181818 0.4
184 1.75 2.25 2.75 1.25 1.25 1.6666666667 0.8181818182 0.8181818182 0.7
185 4 4.25 4.5 1.5 1.5 2 0.3636363636 0.3636363636 0.3
186 2.75 2 2.5 2.5 2.5 2 0.4545454545 0.7272727273 0.5
188 3.25 4.5 3 1.5 1.25 2.3333333333 0.5454545455 0.9090909091 0.5
190 3.5 3.75 4 1.5 1 1.3333333333 0.3636363636 0.3636363636 0.3
191 4.5 4 3.25 2.75 2.5 2.3333333333 0.6363636364 0.3636363636 0.4
192 2 2 2.25 4 3.25 3.3333333333 0.1818181818 0.1818181818 0.5
193 3.25 3.75 3.5 1 1.25 1.3333333333 0.8 0.8181818182 0.7777777778
194 3.75 4 4 1.5 2 1.6666666667 0.3636363636 0.9090909091 0.4
195 2 2.5 2 3.25 4.5 4.6666666667 0.2 0.5454545455 0.3
197 2 1.75 2 2 1.75 2.6666666667 0.1818181818 0.4545454545 0.1111111111
198 4 4 2.75 2.5 1.75 1.3333333333 0.5454545455 0.6363636364 0.5
199 1.5 1.5 2 1.75 1.25 1.6666666667 0.4545454545 0.6363636364 0.9
200 3.5 4 3.25 2.75 2.75 2.6666666667 0.7272727273 0.7272727273 0.7
201 3 2.25 2.75 1.5 1.75 2 0.7272727273 0.7272727273 0.6
202 1.75 1.5 2.5 2.25 1.5 1.3333333333 0.3636363636 0.0909090909 0.3
203 4.75 5 4 2 1.5 2 0.7272727273 0.8181818182 0.5
204 4 5 4.75 1.25 1 1.3333333333 0.8181818182 0.8181818182 0.4
206 3.75 3.75 3.75 2 2 1.6666666667 0.5454545455 0.9090909091 0.8
207 4.75 4.75 4.75 4.5 4.75 4.3333333333 0.6363636364 0.5454545455 0.7
208 3.5 4.5 3.75 1.5 1 1.3333333333 0.7 0.7777777778 0.7777777778
211 3.25 4.25 4.75 1 1 1 0.7272727273 1 0.8
215 3.75 4 4 1.25 1 1 0.4545454545 0.5454545455 0.7
217 3.75 3.5 4 4 4 3.6666666667 0.7272727273 0.2727272727 0.3
218 5 5 4.75 5 5 4.6666666667 0.9090909091 0.6363636364 0.7
219 2 3 2.5 2.75 3 4 0 0.2727272727 0.3
220 1.75 3.5 3.25 1.25 1.75 2.6666666667 0.2727272727 0.2727272727 0.5
221 2 3 2 3.75 2 3.6666666667 0.4545454545 0.6363636364 0.4
223 3 4.75 4 1.75 2 1.6666666667 0.7272727273 0.7272727273 0.8
224 3.75 4 3.25 1.25 1.25 1.6666666667 0.4545454545 0.6363636364 0.6
225 4.25 4.75 4.75 1.5 1.25 2 0.7272727273 0.9090909091 0.8
226 3.5 4 5 1.5 1.25 2 0.5454545455 0.5454545455 0.5
228 1.5 1.5 1.75 1.5 1.25 1 0.7272727273 0.8181818182 0.7
230 4 4.25 4.25 1.75 1.5 1.6666666667 1 0.9090909091 1
231 3.5 3.25 3.25 1.25 1.5 2 0.5454545455 0.6363636364 0.3
232 3.5 4 3.5 2 1.25 2.3333333333 0.3636363636 0.4545454545 0.5555555556
233 2.75 3 3.5 2.25 2 2.3333333333 0.2727272727 0.4545454545 0.6
234 5 5 5 1 1 1 0.7 0.8181818182 0.5
235 4.25 4 4.75 4.25 4.25 4.3333333333 0.3636363636 0.6363636364 0.7
236 2.75 3.75 2.25 2.25 2.75 2.6666666667 0.0909090909 0.6363636364 0.6
237 5 5 4.75 1.75 2 1 0.8181818182 1 0.8
240 4 3.5 4.25 1.25 1 1.6666666667 0.6363636364 0.7272727273 0.5
241 2.75 4 2.75 1.75 2 2.6666666667 0.4545454545 0.6363636364 0.9
242 2.25 3 2.75 1.25 1.75 2.3333333333 0.6363636364 0.5454545455 0.5
243 3.5 3.75 4.25 1.5 1.25 1.6666666667 0.2727272727 0.7272727273 0.2
244 4 4.25 4 1.75 1.75 2 0.4545454545 0.2727272727 0.3
245 3.75 4.75 3.75 2 1.75 1.6666666667 0.4545454545 0.6363636364 0.4
246 4 4.5 4.5 1.25 1.25 1.6666666667 0.8181818182 0.7272727273 0.9
248 2.5 2.75 2.75 1.5 2 1.3333333333 0.4545454545 0.6363636364 0.6
249 2 2.75 2.5 2.5 1.5 2 0.3636363636 0.1818181818 0.3
250 4.5 4.5 4.6666666667 4.25 4 3.6666666667 0.2727272727 0.3636363636 0.6666666667
253 2.25 2.75 3 1.75 1.5 1.6666666667 0.1818181818 0.0909090909 0.1111111111
254 1.5 1.75 1.5 1.6666666667 1.3333333333 2 0.4545454545 0.5454545455 0.3
255 3.75 4 4.25 1.25 1 1.3333333333 0.8181818182 0.7272727273 0.6
256 4 4.75 4.5 1.25 1 1 0.9090909091 0.9090909091 0.9
257 3.25 4 4 1.25 1.25 1 0.5 0.5454545455 0.2
258 2.5 2.5 2.5 1.25 1.5 2 0.3636363636 0.3636363636 0.3
260 2.5 3.25 2 2.5 3.25 4.3333333333 0.3636363636 0.5454545455 0.4
261 4 5 5 1.25 1 1.3333333333 0.9090909091 0.9090909091 1
262 2 2 3.75 2 1.75 2 0.6 0.6363636364 0.5
263 1.75 3 3 1.75 2 2.6666666667 0.7272727273 0.5454545455 0.6
264 3 4 4 1.5 1.75 1.3333333333 0.3636363636 0.4545454545 0.4
265 3 2.75 2.25 2.5 2.5 3.3333333333 0.2 0.1818181818 0.4
266 3.75 4.5 4.5 1 1 1 0.7 0.7 0.7
267 3.25 4 4 1.25 1.25 1 0.7272727273 0.5454545455 0.6
269 3.25 3.25 4 2.6666666667 2.25 3 0.4545454545 0.4545454545 0.6
270 4.25 4 4 1.5 1.75 1.3333333333 0.6363636364 0.8181818182 0.7
271 1.5 2.5 2.25 4.5 3.75 4 0.5454545455 0.7272727273 0.6
272 3.75 4.75 4.5 1.5 1.5 2 0.6363636364 0.6363636364 0.7
273 2.25 2.5 1.5 3.25 3.5 4 0.4545454545 0.4545454545 0.2
274 2.75 3 3.25 2.25 3 2.3333333333 0.4545454545 0.7272727273 0.5
275 3 3 3 1.75 1.25 1.6666666667 0.7272727273 0.9090909091 0.5
276 3.75 3.75 4.25 2 1.5 1.6666666667 0.4545454545 0.4545454545 0.4
277 4.5 4.75 5 1.25 2.25 1.6666666667 0.9090909091 1 0.8
278 3.25 2.5 3.25 1.75 1.75 3 0.4545454545 0.5454545455 0.2
279 4 4.5 4.75 1.25 1.5 1 0.8181818182 0.7272727273 0.5
280 3 3.5 2.5 1.5 1.25 2.6666666667 0.2727272727 0.7272727273 0.4
282 4 4 4 1.25 1 1 1 0.8181818182 0.9
283 2.75 3.75 4.25 2.5 2 2 0.2727272727 0.5454545455 0.2
284 3 4 4 1.25 1.75 1.3333333333 0.6363636364 0.7272727273 0.3
287 2.75 2.25 2.25 2.75 3 3.3333333333 0.4545454545 0.8181818182 0.4
288 2 1.5 2.25 2.25 2.25 2.6666666667 0.2 0.4545454545 0.2
289 4.25 4.5 5 1.25 1 1.3333333333 0.5454545455 0.6363636364 0.6
290 4.25 4.75 4.25 1.25 1 1 1 0.7272727273 0.6
291 1.25 1.25 1.75 3.5 2.5 2.3333333333 0.2727272727 0.2727272727 0.3
292 3.25 3.75 4 1.75 1.25 1.3333333333 0.4 0.7272727273 0.4
293 2.25 2.75 2 2.5 3 2 0.5454545455 0.5454545455 0.3
294 3.25 3.75 4 1.5 1.5 1.3333333333 0.6363636364 0.8181818182 0.7
295 3.5 4 4 1.25 1 1 0.7272727273 0.5454545455 0.375
296 2.75 3 3.75 1.75 1.25 1.6666666667 0.5454545455 0.6363636364 0.5
297 3.75 4 4.25 1.75 1.25 1.3333333333 0.9090909091 0.5454545455 0.5
300 2.5 4 4 2.5 1.25 2 0.4545454545 0.6363636364 0.4
301 3.5 4 4.25 1.25 1.25 1.3333333333 0.4545454545 0.5454545455 0.3
303 3.3333333333 4 3.25 1.75 1.75 1.5 0.2 0.4444444444 0.25
305 3.75 4.5 4.5 1.5 1.25 1.6666666667 0.4545454545 0.5454545455 0.3
306 2.25 3.75 2.75 1 1 1.3333333333 0.6363636364 0.7272727273 0.6
308 3.5 3.5 3.75 2 1.25 1.6666666667 0.5454545455 0.5454545455 0.2
309 1.75 2 2 1.25 1.5 1.3333333333 0.5454545455 0.6363636364 0.5
310 4 5 3.75 2.75 2 3 0.4545454545 0.6363636364 0.4
311 1.5 1.75 2 4.25 4 5 0.1818181818 0.4545454545 0.7
313 2.25 3.5 3 1.25 1.5 1.3333333333 0.8181818182 0.9090909091 0.7
315 1 1.75 1.25 2.75 1.75 1.6666666667 0.4545454545 0.6363636364 0.6
317 2.5 2.75 2.25 2 1.5 1.3333333333 0.4545454545 0.7272727273 0.5
318 1 1 1.5 1.75 1.3333333333 3.6666666667 0.4545454545 0.4545454545 0.5555555556
319 2.25 2.75 2.75 2 1.75 2 0.5454545455 0.6363636364 0.8
320 2.75 3.25 3 2.25 1.75 2.3333333333 0.2727272727 0.5454545455 0.2
321 2.25 3.25 1.75 1.5 1.5 1.6666666667 0.5454545455 0.9090909091 0.4
322 2.5 3.25 3.75 2 2 2.3333333333 0.4 0.1818181818 0.4
325 2.75 2.5 3 2.5 1.5 3 0.5454545455 0.6363636364 0.5
326 5 5 5 1 1 1 0.9090909091 0.9090909091 0.6
327 3 3.5 3.25 1.25 1.5 1.6666666667 0.2727272727 0.5454545455 0.4
329 3.5 3.5 4 1.5 1.5 1.6666666667 0.4545454545 0.6363636364 0.5
330 1.25 1.5 1 2.5 3.25 4 0.6363636364 0.4545454545 0.6
331 3.5 4.25 4 2 1.75 1.3333333333 0.6363636364 0.1818181818 0.3
332 1.75 2 1.75 2.25 3.25 3 0.1818181818 0.2727272727 0.2
334 4 4 4.75 1.25 1 1 0.5454545455 0.7272727273 0.4
335 2.25 2.25 2.25 3.25 3.25 3.6666666667 0.3636363636 0.4545454545 0.2
337 4 4.75 4.5 1.25 1.5 1.6666666667 0.4545454545 0.7272727273 0.6
338 3 4 3.5 2.5 2.5 2 0.3636363636 0.3636363636 0.2
339 2.25 3.25 2.25 3.25 4 4 0.4545454545 0.5454545455 0.3
340 2 2.5 2 2 1.75 2 0.0909090909 0.3636363636 0.3
341 3.25 3.75 3 1.75 2 3 0.3636363636 0.3636363636 0.4
343 3 4.5 3 1.25 1.5 1.6666666667 0.2727272727 0.6363636364 0.2
344 2.25 2.6666666667 3.75 1.25 1 1.3333333333 0.3636363636 0.5454545455 0.2
345 2.25 2.75 2.5 2 1.75 2.6666666667 0.2727272727 0.2727272727 0.1
346 3.5 3.25 4 1 1.25 1.3333333333 0.2727272727 0.4545454545 0.4
347 2.25 3 2.75 2 1.25 2 0.8181818182 0.8181818182 0.4
348 1 1.25 1.5 3.25 3.75 3.3333333333 0.2727272727 0.2727272727 0.3
349 2.25 3.5 3.5 1.5 1.5 2.3333333333 0.7272727273 0.7272727273 0.4
350 3.25 3 3.75 2.25 2 2.3333333333 0.6363636364 0.8181818182 0.5
351 3 2.25 2.5 1.75 1.75 2.6666666667 0.7272727273 0.6363636364 0.6
352 3 2.75 4 1 1 1 0.9090909091 0.8181818182 0.5
353 4 4 4 1 1 1.3333333333 0.6 0.1 0.25
354 2.75 3 2.75 2.25 3 3 0.1818181818 0.3636363636 0.5
355 2 1.75 3 1.75 1 1.3333333333 1 0.7272727273 0.8
356 3 3.75 2.75 2.25 2.75 4 0.3636363636 0.3636363636 0.2
358 3.5 5 4.75 1.25 1 1 1 0.9090909091 0.9
359 3 4.25 4 1.25 1.25 1.3333333333 0.8 0.7272727273 0.7
360 3.25 4 4 1.25 1.5 1.3333333333 0.7272727273 0.8181818182 0.7
361 3 3.25 3.75 2.25 1.75 1.6666666667 0.6363636364 0.6363636364 0.3
362 1.75 2 2 3 2.25 2.5 0.4545454545 0.9090909091 0.7
363 2.5 2 2.5 2.25 2.25 2.3333333333 0.3636363636 0.6363636364 0.6
364 2 2 2 2.5 2.25 1.3333333333 0.1818181818 0.2727272727 0.4
366 3.25 4.5 4.75 1.25 1 1.6666666667 0.8181818182 0.9090909091 0.8
367 2.25 2.25 2.75 1.25 1.25 1 0.5454545455 0.5454545455 0.6
368 5 4.75 5 2 1.25 1 0.3 0.6 0.6
370 2.75 3.75 4 2 1.75 3.3333333333 0.3636363636 0.4545454545 0.2222222222
372 2 3 2 3 2.5 3 0.2727272727 0.1818181818 0.3333333333
373 3 3.25 3 2.5 2.75 3 0.4545454545 0.0909090909 0.3
374 3.25 4.25 4 1.75 1.5 1.6666666667 0.4545454545 0.7 0.5
375 3.5 4 3.5 1 1.5 1.6666666667 0.8181818182 0.6363636364 0.5
376 3 3 3 1.25 1 1 0.9090909091 0.6363636364 0.7
377 3.25 3.5 3.5 1.25 1 1.3333333333 0.6363636364 0.3636363636 0.5
379 1.75 1.75 2 1.5 1.5 2.6666666667 0.5454545455 0.6363636364 0.5
380 2 3 2.25 2.25 2.25 2.6666666667 0.5 0.2727272727 0.3
381 3 3.25 3.25 1.75 1.5 2 0.2727272727 0.2727272727 0.5
382 2.5 3 2.75 1.75 1.75 2 0.5 0.5454545455 0.3
383 2 2.75 2.75 1.5 1.25 2.3333333333 0.4545454545 0.6363636364 0.4
384 5 5 5 1.25 1.25 1 0.8181818182 0.9090909091 0.8
385 2.75 2.5 2.25 3.25 3.75 4 0.1818181818 0.1818181818 0.3
386 3.25 3.3333333333 3 1.5 1 1.3333333333 0.5454545455 0.7272727273 0.7
387 4 4 4 1.75 1.25 1.3333333333 0.7272727273 0.9090909091 0.8
388 3 3.5 3.25 1.75 1.75 1.6666666667 0.3636363636 0.4545454545 0.4
389 4.75 5 5 1.5 1.75 1.6666666667 0.5454545455 0.8 0.5
390 2.5 3 2.75 2 1.5 2 0.5454545455 0.2727272727 0.4
391 3.5 3.75 3.5 3.5 2.75 3 0.4545454545 0.5454545455 0.7
392 2.5 3 2.75 2.25 1.25 1.6666666667 0.4545454545 0.7272727273 0.5
393 3 2.75 2.5 3 3 3 0.5454545455 0.6363636364 0.6
394 2.75 3 2 3 4 4 0.9090909091 0.8181818182 0.6
395 3.25 3.3333333333 2.5 2.25 2 2 0.3636363636 0.2 0.3
396 4 3.75 3.6666666667 3.25 3 3 0.2727272727 0.0909090909 0.4
398 3 3.25 3.25 1.5 2.5 2 0.0909090909 0.6363636364 0.2
399 2.5 2.5 2 2.75 2.75 4 0.3636363636 0.5454545455 0.5
400 3 4.5 4.25 1.5 1.25 1.3333333333 0.2727272727 0.2727272727 0
401 2.5 2.75 3 2 1.75 1.6666666667 0.2727272727 0.6363636364 0.1
402 3.5 4 3 2.5 2 1.3333333333 0.6363636364 0.4545454545 0.5
403 2 3 2.75 1.5 1.75 2.3333333333 0.2727272727 0.2727272727 0.5
404 3.25 4 3.5 1.5 2 2 0.4545454545 0.3636363636 0.3
406 3.3333333333 4.25 3.75 2 1.75 1.3333333333 0.7272727273 0.5454545455 0.6
407 3.3333333333 4.75 3.75 1 1 1.6666666667 0.3636363636 0.2727272727 0.5
408 2.75 3 2.75 2 2.5 3 0.7272727273 0.8 0.6
409 3.75 4.25 3.25 2 3 3 0.2727272727 0.6363636364 0.5
410 3.5 4 3.75 1.5 1.5 1.6666666667 0.0909090909 0.7272727273 0.4
411 4.5 4.5 4.25 1 1.25 1 0.8181818182 0.3636363636 0.7
412 3 3 3 2.75 3 2.3333333333 0.2727272727 0.5454545455 0.3
413 3 4.25 3 1.75 1.5 1.6666666667 0.4545454545 0.3636363636 0.4
414 4.25 4.25 3.75 1.5 1.75 2 0.6363636364 0.9090909091 0.4
415 4.25 3.75 3.75 4.5 4.25 2.3333333333 0.5454545455 0.5454545455 0.6
416 3.25 3.25 3.75 2 1.25 1 1 1 0.9
417 1.75 2 1.5 3.5 3 4.6666666667 0.7272727273 0.8181818182 0.6
418 3.25 2.5 2.25 2.25 1.75 2.3333333333 0.3636363636 0.5454545455 0.2
