 0.10977482E-01    0.58026055E-02    0.11533150E-01    0.49542152E-05   -0.66344455E-05
 0.12979680E-02   -0.46492202E-05   -0.11636978E-04    0.56983640E-03    0.99833406E-03
-0.34102798E-02   -0.17980705E-02   -0.16258379E-05    0.15257502E-05    0.11191619E-02
-0.17980705E-02   -0.35818349E-02    0.21772481E-05    0.38189439E-05    0.59007828E-03
 0.11754616E-02   -0.95534934E-05    0.12793576E-04   -0.23599724E-02   -0.10368327E-02
 0.31351951E-05   -0.41985106E-05    0.45508682E-02    0.89653543E-05    0.22440243E-04
-0.10368327E-02   -0.17993914E-02   -0.29421904E-05   -0.73642855E-05    0.19993831E-02
 0.34698683E-02   -0.28194699E-03   -0.28238186E-03    0.27599554E-06    0.20582907E-05
 0.92527396E-04    0.92670110E-04   -0.53221781E-06   -0.39691184E-05    0.15218606E-03
 0.36464640E-03   -0.67692781E-04    0.25386477E-05    0.41389928E-06   -0.11966711E-03
 0.22214945E-04   -0.48954179E-05   -0.79814538E-06   -0.27048699E-04    0.20220977E-03
-0.73931152E-04    0.37703218E-03   -0.26579798E-05   -0.26998667E-05    0.24262210E-04
-0.12373179E-03    0.51255328E-05    0.52063058E-05   -0.26049337E-04   -0.64347586E-04
 0.22329514E-03   -0.20457460E-07    0.70250545E-06   -0.30412828E-04   -0.22014681E-04
 0.67135048E-08   -0.23054343E-06    0.58646776E-04    0.42452154E-04   -0.88719016E-07
-0.11616412E-06    0.20728455E-06    0.37362028E-05    0.54438459E-06   -0.35841823E-07
 0.30521120E-04    0.49598617E-05   -0.17865229E-06    0.11762376E-07   -0.58855603E-04
-0.95643819E-05   -0.59595178E-07    0.17044586E-06   -0.90506072E-07   -0.11015781E-05
 0.36373062E-05   -0.45735661E-06   -0.60593836E-06    0.12577516E-05    0.15933719E-04
 0.15009213E-06    0.19885266E-06   -0.24253935E-05   -0.30725892E-04    0.13258032E-06
-0.43630626E-07   -0.10891388E-06   -0.44678446E-06   -0.31520076E-06    0.26913731E-05
 0.64704326E-03    0.40082404E-03    0.93894245E-05   -0.11516973E-04   -0.30745141E-03
-0.22820651E-03   -0.18106158E-04    0.22208831E-04   -0.31497830E-04    0.72096441E-04
-0.41729225E-04    0.63479716E-07    0.11367309E-05   -0.10513433E-05    0.36600213E-02
 0.85667170E-03    0.12430491E-02   -0.72298427E-03   -0.45883629E-03   -0.26666354E-03
-0.39322515E-03    0.13208255E-02    0.82359825E-03   -0.10171985E-03   -0.56234309E-04
 0.11039210E-03    0.19231766E-04   -0.20003793E-04   -0.17333134E-06   -0.11202367E-02
 0.16050286E-01   -0.26693175E-03   -0.36568804E-03    0.20887523E-03    0.13493188E-03
 0.87599807E-04    0.12000896E-03   -0.40278592E-03   -0.26019677E-03    0.29268003E-04
 0.13371192E-04   -0.28895361E-04   -0.60330913E-05    0.59131925E-05    0.36911522E-06
 0.26429240E-03   -0.42431482E-02    0.11351578E-02    0.92593106E-03    0.10194277E-02
-0.48267114E-05   -0.37924492E-06   -0.30386561E-03   -0.33454870E-03    0.93076205E-05
 0.73131942E-06   -0.62094894E-04   -0.68824781E-06    0.34733742E-04    0.20545432E-06
-0.33988860E-06    0.11076277E-06   -0.72590114E-03    0.66536351E-03   -0.17700752E-03
 0.12230668E-02    0.97017170E-06    0.16547596E-05    0.53142521E-04    0.42501716E-04
-0.31838408E-06   -0.54304736E-06   -0.10247773E-03   -0.81958462E-04   -0.45561569E-06
-0.11787008E-06    0.18081699E-06   -0.17783685E-05    0.70030368E-06    0.31221141E-06
 0.15585437E-06    0.15577298E-04   -0.25583407E-05   -0.91472223E-06    0.67566842E-05
-0.11985215E-02   -0.14359768E-02    0.47825038E-05   -0.13961091E-04    0.29821319E-03
 0.37458201E-03   -0.92223727E-05    0.26921962E-04   -0.72378759E-05    0.51667620E-04
-0.45190662E-04    0.33827008E-06    0.89311714E-06   -0.10876440E-05    0.19927496E-02
-0.10144678E-02    0.26040950E-03    0.15125672E-03   -0.26061940E-05    0.52967275E-02
 0.30863113E-03    0.48466327E-03   -0.22224322E-03   -0.14182380E-03   -0.96201615E-04
-0.15388737E-03    0.35521825E-03    0.21228512E-03   -0.40762322E-04   -0.22367353E-04
 0.54259623E-04    0.26614972E-05   -0.42324726E-05    0.12070357E-05   -0.52529743E-03
 0.54585025E-02   -0.13689377E-02    0.36608721E-03    0.99052619E-05   -0.29181876E-03
 0.78586217E-02   -0.96436396E-04   -0.18788517E-03    0.44971387E-04    0.15786263E-04
 0.31647805E-04    0.61658828E-04   -0.86720870E-04   -0.30441544E-04    0.17962013E-04
 0.12768466E-04   -0.27474863E-04    0.19939726E-06    0.12176676E-05   -0.12223224E-05
 0.21795184E-03   -0.29242180E-02    0.73622427E-03   -0.14866819E-03   -0.85931450E-05
 0.11749716E-03   -0.36893054E-02    0.17964360E-02   -0.69875889E-03    0.12076171E-03
-0.26024097E-04    0.43006178E-04    0.22931382E-03   -0.39630738E-04    0.50183739E-04
-0.82931246E-04    0.75242058E-04   -0.22029150E-03    0.14843649E-03   -0.59489679E-06
-0.35807719E-05    0.36700549E-05   -0.76090859E-02    0.35744910E-02   -0.90478467E-03
 0.12984764E-02    0.32457041E-05   -0.86754814E-02    0.14406020E-02   -0.61296171E-03
 0.35896946E-01
